,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,GDP,Medal Values,BMI
13854,128539,Wang Nan,F,29.0,166.0,60.0,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Singles,Silver,China,4598206091384.0,1,21.773842357381334
13855,128539,Wang Nan,F,29.0,166.0,60.0,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Women's Team,Gold,China,4598206091384.0,2,21.773842357381334
13856,128565,Wang Shun,M,22.0,191.0,74.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,China,11199145157649.184,2,20.284531674022094
13857,128569,Wang Tao,M,24.0,164.0,70.0,China-1,CHN,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Men's Doubles,Gold,China,426915712711.146,1,26.026174895895306
13858,128569,Wang Tao,M,28.0,164.0,70.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Singles,Silver,China,863746717503.7887,1,26.026174895895306
13859,128569,Wang Tao,M,28.0,164.0,70.0,China-1,CHN,1996 Summer,1996,Summer,Atlanta,Table Tennis,Table Tennis Men's Doubles,Silver,China,863746717503.7887,1,26.026174895895306
13860,128589,Wang Xianbo,F,19.0,169.0,67.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Middleweight,Bronze,China,863746717503.7887,1,23.458562375266975
13861,128593,Wang Xiaohong,F,23.0,172.0,66.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Butterfly,Silver,China,426915712711.146,1,22.30935640886966
13862,128603,Wang Xiaozhu,F,19.0,176.0,63.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,Silver,China,426915712711.146,1,20.33832644628099
13863,128605,Wang Xin (Ruoxue-),F,15.0,137.0,28.0,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Platform,Bronze,China,4598206091384.0,2,14.918216207576322
13864,128605,Wang Xin (Ruoxue-),F,15.0,137.0,28.0,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,Gold,China,4598206091384.0,1,14.918216207576322
13865,128611,Wang Xu,F,18.0,170.0,75.0,China,CHN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold,China,1955347004963.2708,1,25.95155709342561
13866,128616,Wang Yajun,F,26.0,182.0,73.0,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze,China,312353631207.819,1,22.03840115928028
13867,128618,Wang Yan,F,16.0,140.0,33.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Bronze,China,11199145157649.184,1,16.836734693877553
13868,128620,Wang Yan,F,25.0,170.0,52.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 10 kilometres Walk,Bronze,China,863746717503.7887,3,17.99307958477509
13869,128624,Wang Yi,F,23.0,189.0,79.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Silver,China,863746717503.7887,1,22.11584222166233
13870,128626,Wang Yifu,M,23.0,174.0,85.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,China,259946510957.14288,1,28.075042938300964
13871,128626,Wang Yifu,M,31.0,174.0,85.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,China,426915712711.146,1,28.075042938300964
13872,128626,Wang Yifu,M,31.0,174.0,85.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver,China,426915712711.146,1,28.075042938300964
13873,128626,Wang Yifu,M,35.0,174.0,85.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,China,863746717503.7887,1,28.075042938300964
13874,128626,Wang Yifu,M,39.0,174.0,85.0,China,CHN,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,China,1211346869605.238,1,28.075042938300964
13875,128626,Wang Yifu,M,43.0,174.0,85.0,China,CHN,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold,China,1955347004963.2708,1,28.075042938300964
13876,128627,Wang Yihan,F,24.0,178.0,65.0,China,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Women's Singles,Silver,China,8560547314679.278,1,20.515086478979924
13877,128628,Wang Yimei,F,20.0,190.0,90.0,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,China,4598206091384.0,1,24.930747922437675
13878,128630,Wang Ying,F,27.0,172.0,63.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Silver,China,863746717503.7887,1,21.29529475392104
13879,128646,Wang Zhen,M,20.0,180.0,62.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Bronze,China,8560547314679.278,1,19.1358024691358
13880,128646,Wang Zhen,M,24.0,180.0,62.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,Gold,China,11199145157649.184,1,19.1358024691358
13881,128649,Wang Zheng,M,25.0,183.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Double Trap,Bronze,China,1955347004963.2708,1,20.902385858042937
13882,128653,Wang Zhiwei,M,24.0,178.0,77.0,China,CHN,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze,China,8560547314679.278,1,24.302487059714682
13883,128656,Wang Ziling,F,24.0,182.0,75.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Silver,China,863746717503.7887,1,22.6421929718633
13884,128663,Robert Napunyi Wangila,M,22.0,175.0,66.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,Gold,Kenya,8355380879.129548,1,21.551020408163264
13885,128675,"Samuel Kamau ""Sammy"" Wanjiru",M,21.0,163.0,51.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,Gold,Kenya,35895153327.849686,1,19.195302796492154
13886,128685,David Colin Wansbrough,M,27.0,172.0,70.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver,Australia,325692532492.5017,1,23.661438615467823
13887,128704,Andre Ward,M,20.0,185.0,80.0,United States,USA,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,Gold,USA,12274928000000.0,1,23.37472607742878
13888,128705,"Rebecca Claire ""Becca"" Ward",F,18.0,170.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Individual",Bronze,USA,14718582000000.0,1,21.107266435986162
13889,128705,"Rebecca Claire ""Becca"" Ward",F,18.0,170.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Bronze,USA,14718582000000.0,1,21.107266435986162
13890,128724,McLain Ward,M,28.0,176.0,70.0,United States,USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,USA,12274928000000.0,3,22.59814049586777
13891,128724,McLain Ward,M,32.0,176.0,70.0,United States,USA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,USA,14718582000000.0,1,22.59814049586777
13892,128724,McLain Ward,M,40.0,176.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,USA,18624475000000.0,1,22.59814049586777
13893,128725,Natalie Anne Ward,F,20.0,168.0,64.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,Australia,401819423368.7405,1,22.67573696145125
13894,128725,Natalie Anne Ward,F,24.0,168.0,64.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,Australia,415446209885.0719,1,22.67573696145125
13895,128725,Natalie Anne Ward,F,28.0,168.0,64.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Australia,613329776639.6359,1,22.67573696145125
13896,128725,Natalie Anne Ward,F,32.0,168.0,64.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,Australia,1055334825425.2462,1,22.67573696145125
13897,128738,Hugh Arthur Wardell-Yerburgh,M,26.0,189.0,83.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,Silver,UK,93387598813.92691,1,23.23563170124017
13898,128757,Jeremy Matthew Wariner,M,20.0,188.0,71.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,Gold,USA,12274928000000.0,1,20.088275237664103
13899,128757,Jeremy Matthew Wariner,M,20.0,188.0,71.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA,12274928000000.0,1,20.088275237664103
13900,128757,Jeremy Matthew Wariner,M,24.0,188.0,71.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,Silver,USA,14718582000000.0,1,20.088275237664103
13901,128757,Jeremy Matthew Wariner,M,24.0,188.0,71.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA,14718582000000.0,1,20.088275237664103
13902,128758,"Kenneth Christopher ""Ken"" Wark",M,30.0,185.0,85.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Silver,Australia,325692532492.5017,2,24.835646457268076
13903,128758,"Kenneth Christopher ""Ken"" Wark",M,34.0,185.0,85.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze,Australia,401819423368.7405,2,24.835646457268076
13904,128769,Anne Elizabeth Taubes Warner,F,21.0,173.0,68.0,United States,USA,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Bronze,USA,1877587000000.0,1,22.720438370810918
13905,128770,Anne Kindel Warner (-Cribbs),F,15.0,170.0,63.0,United States,USA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA,543300000000.0,1,21.79930795847751
13906,128773,Damian Warner,M,26.0,185.0,83.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Bronze,Canada,1529760492201.3523,3,24.251278305332356
13907,128789,Alan Kemp Warren,M,36.0,178.0,73.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Silver,UK,169965034965.03497,1,23.04002019946976
13908,128821,Philip Waruinge,M,23.0,170.0,57.0,Kenya,KEN,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,Bronze,Kenya,1353295457.5179822,3,19.723183391003463
13909,128821,Philip Waruinge,M,27.0,170.0,57.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,Silver,Kenya,2107279157.3833563,1,19.723183391003463
13910,128845,Konrad Wasielewski,M,23.0,194.0,91.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Gold,Poland,533815789473.68427,1,24.178977574662557
13911,128887,Katsumi Watanabe,M,30.0,183.0,79.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Baseball,Baseball Men's Baseball,Bronze,Japan,3897826229662.8613,1,23.589835468362743
13912,128889,Kazumi Watanabe,M,44.0,175.0,76.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Trap,Silver,Japan,3897826229662.8613,1,24.816326530612244
13913,128892,Kazuo Watanabe,M,22.0,168.0,66.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Japan,44307342950.4,1,23.384353741496604
13914,128896,Masashi Watanabe,M,32.0,175.0,72.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Bronze,Japan,146601072685.5111,3,23.510204081632654
13915,128898,Osamu Watanabe,M,23.0,160.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,Japan,81749006381.51111,3,25.390624999999996
13916,128916,Natasha Watcham-Roy,F,24.0,170.0,67.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,Canada,1529760492201.3523,1,23.18339100346021
13917,128918,Peter Graham Waterfield,M,23.0,167.0,65.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Platform,Silver,UK,2398555474185.2803,1,23.306680053067517
13918,128920,Jason Waterhouse,M,24.0,185.0,75.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Silver,Australia,1204616439828.4082,1,21.913805697589478
13919,128929,"Anthony ""Tony"" Waters",M,36.0,175.0,73.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Australia,23787658192.406765,1,23.836734693877553
13920,128939,Torrance Watkins Fleischmann,F,34.0,165.0,48.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,USA,4040693000000.0,1,17.63085399449036
13921,128941,Natasha Watley,F,22.0,175.0,78.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold,USA,12274928000000.0,1,25.46938775510204
13922,128941,Natasha Watley,F,26.0,175.0,78.0,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver,USA,14718582000000.0,1,25.46938775510204
13923,128960,"Deborah Kathleen ""Debbie"" Watson",F,34.0,178.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,415446209885.0719,1,22.408786769347305
13924,128974,"Joshua John ""Josh"" Watson",M,23.0,184.0,80.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia,415446209885.0719,1,23.629489603024574
13925,128975,Leroy Denver Watson,M,23.0,175.0,63.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Archery,Archery Men's Team,Bronze,UK,910122732123.7993,1,20.571428571428573
13926,128978,"Lynette Pamela ""Lynne"" Watson (-Bates)",F,15.0,172.0,60.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,32687870982.192852,1,20.281233098972418
13927,128979,Marcus China Watson,M,25.0,177.0,88.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver,UK,2647898654635.2383,1,28.088991030674453
13928,128984,"Lillian Debra ""Pokey"" Watson (-Richardson)",F,14.0,175.0,66.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,USA,685800000000.0,1,21.551020408163264
13929,128984,"Lillian Debra ""Pokey"" Watson (-Richardson)",F,14.0,175.0,66.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA,685800000000.0,1,21.551020408163264
13930,128984,"Lillian Debra ""Pokey"" Watson (-Richardson)",F,18.0,175.0,66.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Backstroke,Gold,USA,942500000000.0,1,21.551020408163264
13931,128993,"Kathryn Anne ""Kathy"" Watt",F,27.0,159.0,49.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Road Race, Individual",Gold,Australia,325692532492.5017,1,19.382144693643447
13932,128993,"Kathryn Anne ""Kathy"" Watt",F,27.0,159.0,49.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver,Australia,325692532492.5017,1,19.382144693643447
13933,128997,"Mitchell ""Mitch"" Watt",M,24.0,184.0,83.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,Silver,Australia,1538194473087.2344,1,24.515595463137995
13934,129022,Quincy Dushawn Watts,M,22.0,190.0,88.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,Gold,USA,6539299000000.0,1,24.37673130193906
13935,129022,Quincy Dushawn Watts,M,22.0,190.0,88.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA,6539299000000.0,1,24.37673130193906
13936,129034,Eric Wauters,M,25.0,184.0,79.0,Belgium,BEL,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,Belgium,71494539498.4326,1,23.334120982986768
13937,129051,Mary Alice Wayte (-Bradburne),F,19.0,174.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,Gold,USA,4040693000000.0,1,19.157088122605362
13938,129051,Mary Alice Wayte (-Bradburne),F,19.0,174.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,USA,4040693000000.0,1,19.157088122605362
13939,129051,Mary Alice Wayte (-Bradburne),F,23.0,174.0,58.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,USA,5252629000000.0,1,19.157088122605362
13940,129051,Mary Alice Wayte (-Bradburne),F,23.0,174.0,58.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,USA,5252629000000.0,1,19.157088122605362
13941,129055,Tomasz Wojciech Wadoch,M,21.0,187.0,80.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Silver,Poland,94337050693.27269,1,22.877405702193368
13942,129069,Casey McGhee Weathers,M,23.0,185.0,99.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze,USA,14718582000000.0,1,28.926223520818112
13943,129070,Teresa Gaye Weatherspoon,F,22.0,172.0,70.0,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,Gold,USA,5252629000000.0,3,23.661438615467823
13944,129070,Teresa Gaye Weatherspoon,F,26.0,172.0,70.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,Bronze,USA,6539299000000.0,1,23.661438615467823
13945,129072,Andrew Teisher Weaver,M,25.0,183.0,73.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze,USA,4040693000000.0,1,21.798202394816204
13946,129073,"Robert Brooks ""Bobby"" Weaver",M,25.0,157.0,48.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Gold,USA,4040693000000.0,1,19.473406629072173
13947,129074,"Jeffrey Charles ""Jeff"" Weaver",M,19.0,195.0,91.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,Bronze,USA,8100201000000.0,1,23.931623931623932
13948,129089,Hollie Webb,F,25.0,165.0,65.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold,UK,2647898654635.2383,1,23.875114784205696
13949,129095,"Russell Irving ""Russ"" Webb",M,27.0,188.0,88.0,United States,USA,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Bronze,USA,1282449000000.0,1,24.898143956541425
13950,129096,Sarah Kathleen Webb (-Gosling),F,27.0,176.0,68.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Three Person Keelboat,Gold,UK,2398555474185.2803,1,21.952479338842977
13951,129096,Sarah Kathleen Webb (-Gosling),F,31.0,176.0,68.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Gold,UK,2890564338235.294,1,21.952479338842977
13952,129104,Tammy June Webb-Liley,F,27.0,180.0,68.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Bronze,USA,6539299000000.0,1,20.98765432098765
13953,129116,Carlos Javier Weber,M,22.0,180.0,77.0,Argentina,ARG,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Men's Volleyball,Bronze,Argentina,126206817196.09116,1,23.76543209876543
13954,129164,Garrett Weber-Gale,M,23.0,188.0,82.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA,14718582000000.0,1,23.20054323223178
13955,129164,Garrett Weber-Gale,M,23.0,188.0,82.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA,14718582000000.0,1,23.20054323223178
13956,129170,"Robert David ""Bob"" Webster",M,21.0,175.0,63.0,United States,USA,1960 Summer,1960,Summer,Roma,Diving,Diving Men's Platform,Gold,USA,543300000000.0,1,20.571428571428573
13957,129170,"Robert David ""Bob"" Webster",M,25.0,175.0,63.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Diving,Diving Men's Platform,Gold,USA,685800000000.0,1,20.571428571428573
13958,129184,"Rowena ""Rowie"" Webster",F,24.0,178.0,80.0,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,Australia,1538194473087.2344,1,25.24933720489837
13959,129185,Sam Webster,M,25.0,183.0,80.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,Silver,New Zealand,184969146624.47015,1,23.888440980620498
13960,129229,"Elizabeth Jane ""Liz"" Weekes",F,28.0,180.0,68.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,415446209885.0719,2,20.98765432098765
13961,129285,Wei Haiying,F,25.0,165.0,53.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Silver,China,863746717503.7887,1,19.467401285583104
13962,129289,Wei Ning,F,22.0,167.0,60.0,China,CHN,2004 Summer,2004,Summer,Athina,Shooting,Shooting Women's Skeet,Silver,China,1955347004963.2708,1,21.513858510523864
13963,129289,Wei Ning,F,29.0,167.0,60.0,China,CHN,2012 Summer,2012,Summer,London,Shooting,Shooting Women's Skeet,Silver,China,8560547314679.278,1,21.513858510523864
13964,129291,Wei Qiang,F,24.0,170.0,65.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Silver,China,863746717503.7887,1,22.49134948096886
13965,129294,Wei Qiuyue,F,19.0,182.0,65.0,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,China,4598206091384.0,1,19.623233908948194
13966,129294,Wei Qiuyue,F,27.0,182.0,65.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold,China,11199145157649.184,1,19.623233908948194
13967,129296,Wei Yili,F,26.0,175.0,68.0,China-2,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Women's Doubles,Bronze,China,4598206091384.0,1,22.20408163265306
13968,129332,David John Weightman,M,24.0,193.0,94.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Pairs,Silver,Australia,401819423368.7405,1,25.235576794007894
13969,129356,"David Lawson ""Dave"" Weill",M,22.0,200.0,120.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,Bronze,USA,685800000000.0,1,30.0
13970,129370,"Wendy Weinberg (-Farber, -Weil)",F,18.0,168.0,57.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,Bronze,USA,1877587000000.0,1,20.19557823129252
13971,129372,Richard Weinberger,M,22.0,184.0,72.0,Canada,CAN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,Bronze,Canada,1824288757447.5667,1,21.266540642722116
13972,129402,Amanda Jo Weir (-Davis),F,18.0,188.0,77.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,USA,12274928000000.0,1,21.785875961973744
13973,129402,Amanda Jo Weir (-Davis),F,18.0,188.0,77.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,USA,12274928000000.0,1,21.785875961973744
13974,129402,Amanda Jo Weir (-Davis),F,26.0,188.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,USA,16155255000000.0,3,21.785875961973744
13975,129402,Amanda Jo Weir (-Davis),F,30.0,188.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,USA,18624475000000.0,1,21.785875961973744
13976,129409,Warren Antonio Weir,M,22.0,178.0,75.0,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,Bronze,Jamaica,14800165406.77334,3,23.671253629592222
13977,129416,Frdric Jean Santo Weis,M,23.0,218.0,110.0,France,FRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Silver,France,1368438363736.8713,1,23.1461998148304
13978,129448,Paula Jo Weishoff (-Hanold),F,22.0,185.0,75.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Women's Volleyball,Silver,USA,4040693000000.0,1,21.913805697589478
13979,129448,Paula Jo Weishoff (-Hanold),F,30.0,185.0,75.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Bronze,USA,6539299000000.0,1,21.913805697589478
13980,129476,Abbey Weitzeil,F,19.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,USA,18624475000000.0,1,21.461936624163616
13981,129476,Abbey Weitzeil,F,19.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA,18624475000000.0,1,21.461936624163616
13982,129477,Charles Barry Weitzenberg,M,25.0,186.0,88.0,United States,USA,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,Bronze,USA,1282449000000.0,1,25.4364666435426
13983,129487,Stuart Welch,M,22.0,195.0,86.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,Australia,415446209885.0719,1,22.616699539776466
13984,129487,Stuart Welch,M,26.0,195.0,86.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze,Australia,613329776639.6359,1,22.616699539776466
